Latitude,Longitude
13.85026,77.72451
13.85093,77.72394
13.85254,77.72258
13.85284,77.72235
13.85309,77.72218
13.85336,77.72203
13.8536,77.72191
13.85414,77.72172
13.85447,77.72162
13.85512,77.72145
13.85571,77.72128
13.85738,77.72084
13.85973,77.7202
13.86055,77.72002
13.86078,77.72
13.86143,77.71996
13.86259,77.71995
13.86337,77.71995
13.86418,77.71997
13.86464,77.72001
13.86537,77.72009
13.86595,77.72018
13.86646,77.72028
13.86681,77.72037
13.86901,77.72073
13.86958,77.72081
13.8705,77.72094
13.87088,77.72097
13.87165,77.72108
13.87229,77.72111
